x,y
3919,1318
3920,1319
3922,1320
3925,1321
3928,1322
3929,1323
3930,1324
3935,1325
3936,1326
3938,1327
3939,1328
3942,1329
3947,1330
3952,1331
3956,1332
3962,1333
3963,1334
3964,1335
3968,1336
3970,1337
3972,1338
3979,1339
3980,1340
3985,1341
3989,1342
3994,1343
3995,1344
3999,1345
4002,1346
4009,1347
4010,1348
4011,1349
4015,1350
4022,1351
4023,1352
4025,1353
4028,1354
4037,1355
4038,1356
4041,1357
4047,1358
4048,1359
4055,1360
4065,1361
4068,1362
4074,1363
4076,1364
4077,1365
4082,1366
4083,1367
4085,1368
4088,1369
4089,1370
4095,1371
4100,1372
4106,1373
4107,1374
4110,1375
4119,1376
4121,1377
4122,1378
4126,1379
4128,1380
4129,1381
4132,1382
4133,1383
4135,1384
4148,1385
4160,1386
4162,1387
4163,1388
4164,1389
4171,1390
4173,1391
4175,1392
4176,1393
4178,1394
4179,1395
4180,1396
4184,1397
4186,1398
4192,1399
4195,1400
4198,1401
4201,1402
4202,1403
4205,1404
4208,1405
4211,1406
4213,1407
4215,1408
4216,1409
4218,1410
4219,1411
4223,1412
4224,1413
4226,1414
4228,1415
4231,1416
4235,1417
4237,1418
4240,1419
4241,1420
4248,1421
4249,1422
4251,1423
4253,1424
4256,1425
4261,1426
4263,1427
4266,1428
4271,1429
4272,1430
4273,1431
4277,1432
4279,1433
4281,1434
4283,1435
4285,1436
4292,1437
4294,1438
4296,1439
4298,1440
4302,1441
4304,1442
4305,1443
4307,1444
4309,1445
4312,1446
4313,1447
4315,1448
4322,1449
4323,1450
4329,1451
4332,1452
4334,1453
4337,1454
4338,1455
4344,1456
4348,1457
4353,1458
4355,1459
4358,1460
4359,1461
4363,1462
4366,1463
4371,1464
4372,1465
4373,1466
4378,1467
4380,1468
4384,1469
4389,1470
4390,1471
4398,1472
4399,1473
4412,1474
4413,1475
4414,1476
4418,1477
4420,1478
4425,1479
4427,1480
4432,1481
4436,1482
4438,1483
4441,1484
4443,1485
4448,1486
4450,1487
4454,1488
4460,1489
4462,1490
4464,1491
4465,1492
4466,1493
4469,1494
4471,1495
4472,1496
4476,1497
4477,1498
4487,1499
4489,1500
4491,1501
4502,1502
4506,1503
4511,1504
4515,1505
4516,1506
4518,1507
4519,1508
4521,1509
4523,1510
4525,1511
4529,1512
4531,1513
4533,1514
4535,1515
4536,1516
4537,1517
4539,1518
4541,1519
4542,1520
4548,1521
4549,1522
4554,1523
4558,1524
4559,1525
4560,1526
4561,1527
4562,1528
4566,1529
4568,1530
4569,1531
4572,1532
4574,1533
4576,1534
4584,1535
4598,1536
4600,1537
4601,1538
4604,1539
4609,1540
4610,1541
4620,1542
4622,1543
4623,1544
4626,1545
4627,1546
4632,1547
4635,1548
4637,1549
4639,1550
4641,1551
4644,1552
4645,1553
4646,1554
4647,1555
4655,1556
4658,1557
4661,1558
4663,1559
4667,1560
4669,1561
4670,1562
4672,1563
4673,1564
4675,1565
4677,1566
4678,1567
4680,1568
4685,1569
4686,1570
4687,1571
4690,1572
4691,1573
4692,1574
4693,1575
4697,1576
4702,1577
4704,1578
4705,1579
4707,1580
4713,1581
4723,1582
4729,1583
4735,1584
4737,1585
4742,1586
4746,1587
4748,1588
4750,1589
4752,1590
4756,1591
4757,1592
4759,1593
4761,1594
4762,1595
4763,1596
4765,1597
4769,1598
4770,1599
4775,1600
4779,1601
4780,1602
4784,1603
4791,1604
4795,1605
4800,1606
4801,1607
4803,1608
4805,1609
4806,1610
4808,1611
4812,1612
4815,1613
4817,1614
4819,1615
4820,1616
4821,1617
4824,1618
4829,1619
4832,1620
4833,1621
4836,1622
4839,1623
4840,1624
4841,1625
4845,1626
4853,1627
4859,1628
4860,1629
4862,1630
4868,1631
4876,1632
4877,1633
4879,1634
4880,1635
4882,1636
4883,1637
4884,1638
4885,1639
4888,1640
4889,1641
4891,1642
4892,1643
4895,1644
4897,1645
4898,1646
4903,1647
4905,1648
4907,1649
4908,1650
4911,1651
4915,1652
4916,1653
4917,1654
4919,1655
4920,1656
4921,1657
4925,1658
4928,1659
4931,1660
4936,1661
4938,1662
4943,1663
4946,1664
4949,1665
4952,1666
4953,1667
4956,1668
4963,1669
4969,1670
4979,1671
4980,1672
4987,1673
4989,1674
4990,1675
4994,1676
5000,1677
5003,1678
5004,1679
5006,1680
5007,1681
5010,1682
5012,1683
5015,1684
5016,1685
5019,1686
5020,1687
5021,1688
5027,1689
5029,1690
5033,1691
5034,1692
5036,1693
5037,1694
5042,1695
5045,1696
5046,1697
5047,1698
5048,1699
5049,1700
5053,1701
5056,1702
5060,1703
5065,1704
5068,1705
5072,1706
5073,1707
5079,1708
5080,1709
5082,1710
5083,1711
5085,1712
5087,1713
5089,1714
5090,1715
5091,1716
5093,1717
5095,1718
5096,1719
5099,1720
5101,1721
5102,1722
5104,1723
5107,1724
5108,1725
5109,1726
5113,1727
5115,1728
5121,1729
5123,1730
5125,1731
5126,1732
5127,1733
5130,1734
5134,1735
5138,1736
5143,1737
5144,1738
5146,1739
5149,1740
5160,1741
5164,1742
5167,1743
5168,1744
5172,1745
5175,1746
5176,1747
5178,1748
5179,1749
5181,1750
5182,1751
5184,1752
5185,1753
5186,1754
5188,1755
5190,1756
5196,1757
5199,1758
5201,1759
5203,1760
5212,1761
5214,1762
5220,1763
5223,1764
5225,1765
5226,1766
5235,1767
5238,1768
5239,1769
5240,1770
5241,1771
5246,1772
5248,1773
5250,1774
5251,1775
5258,1776
5259,1777
5262,1778
5263,1779
5268,1780
5271,1781
5274,1782
5279,1783
5281,1784
5289,1785
5293,1786
5296,1787
5298,1788
5299,1789
5304,1790
5315,1791
5318,1792
5320,1793
5322,1794
5329,1795
5330,1796
5337,1797
5340,1798
5345,1799
5346,1800
5347,1801
5348,1802
5349,1803
5350,1804
5354,1805
5355,1806
5360,1807
5362,1808
5364,1809
5368,1810
5370,1811
5372,1812
5378,1813
5379,1814
5386,1815
5389,1816
5391,1817
5397,1818
5403,1819
5404,1820
5405,1821
5406,1822
5408,1823
5411,1824
5412,1825
5414,1826
5416,1827
5417,1828
5422,1829
5424,1830
5425,1831
5426,1832
5430,1833
5433,1834
5434,1835
5435,1836
5438,1837
5444,1838
5450,1839
5452,1840
5458,1841
5460,1842
5462,1843
5463,1844
5464,1845
5466,1846
5469,1847
5473,1848
5474,1849
5480,1850
5481,1851
5484,1852
5488,1853
5492,1854
5496,1855
5497,1856
5499,1857
5503,1858
5508,1859
5510,1860
5511,1861
5512,1862
5514,1863
5521,1864
5523,1865
5528,1866
5529,1867
5530,1868
5531,1869
5533,1870
5537,1871
5538,1872
5542,1873
5546,1874
5549,1875
5553,1876
5555,1877
5557,1878
5561,1879
5576,1880
5579,1881
5581,1882
5582,1883
5584,1884
5594,1885
5610,1886
5614,1887
5616,1888
5618,1889
5619,1890
5626,1891
5631,1892
5636,1893
5637,1894
5639,1895
5641,1896
5642,1897
5646,1898
5647,1899
5658,1900
5659,1901
5661,1902
5663,1903
5678,1904
5680,1905
5681,1906
5682,1907
5683,1908
5686,1909
5688,1910
5691,1911
5692,1912
5693,1913
5697,1914
5700,1915
5703,1916
5708,1917
5711,1918
5712,1919
5713,1920
5718,1921
5728,1922
5729,1923
5732,1924
5747,1925
5748,1926
5754,1927
5755,1928
5757,1929
